"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","STINT","TOT","PC_PA","M","2014-12",0.0809,
"EA19","STINT","TOT","PC_PA","M","2015-01",0.0627,
"EA19","STINT","TOT","PC_PA","M","2015-02",0.0482,
"EA19","STINT","TOT","PC_PA","M","2015-03",0.0272,
"EA19","STINT","TOT","PC_PA","M","2015-04",0.0047,
"EA19","STINT","TOT","PC_PA","M","2015-05",-0.0104,
"EA19","STINT","TOT","PC_PA","M","2015-06",-0.0139,
"EA19","STINT","TOT","PC_PA","M","2015-07",-0.0187,
"EA19","STINT","TOT","PC_PA","M","2015-08",-0.0277,
"EA19","STINT","TOT","PC_PA","M","2015-09",-0.037,
"EA19","STINT","TOT","PC_PA","M","2015-10",-0.0536,
"EA19","STINT","TOT","PC_PA","M","2015-11",-0.0876,
"EA19","STINT","TOT","PC_PA","M","2015-12",-0.1263,
"EA19","STINT","TOT","PC_PA","M","2016-01",-0.1461,
"EA19","STINT","TOT","PC_PA","M","2016-02",-0.1836,
"EA19","STINT","TOT","PC_PA","M","2016-03",-0.2285,
"EA19","STINT","TOT","PC_PA","M","2016-04",-0.2492,
"EA19","STINT","TOT","PC_PA","M","2016-05",-0.2572,
"EA19","STINT","TOT","PC_PA","M","2016-06",-0.2679,
"EA19","STINT","TOT","PC_PA","M","2016-07",-0.2945,
"EA19","STINT","TOT","PC_PA","M","2016-08",-0.2982,
"EA19","STINT","TOT","PC_PA","M","2016-09",-0.3016,
"EA19","STINT","TOT","PC_PA","M","2016-10",-0.309,
"EA19","STINT","TOT","PC_PA","M","2016-11",-0.3127,
"EA19","STINT","TOT","PC_PA","M","2016-12",-0.3158,
"EA19","STINT","TOT","PC_PA","M","2017-01",-0.3255,
"EA19","STINT","TOT","PC_PA","M","2017-02",-0.3286,
"EA19","STINT","TOT","PC_PA","M","2017-03",-0.3293,
"EA19","STINT","TOT","PC_PA","M","2017-04",-0.3304,
"EA19","STINT","TOT","PC_PA","M","2017-05",-0.3295,
"EA19","STINT","TOT","PC_PA","M","2017-06",-0.33,
"EA19","STINT","TOT","PC_PA","M","2017-07",-0.3304,
"EA19","STINT","TOT","PC_PA","M","2017-08",-0.3291,
"EA19","STINT","TOT","PC_PA","M","2017-09",-0.3294,
"EA19","STINT","TOT","PC_PA","M","2017-10",-0.3295,
"EA19","STINT","TOT","PC_PA","M","2017-11",-0.329,
"EA19","STINT","TOT","PC_PA","M","2017-12",-0.3279,
"EA19","STINT","TOT","PC_PA","M","2018-01",-0.3285,
"EA19","STINT","TOT","PC_PA","M","2018-02",-0.3285,
"EA19","STINT","TOT","PC_PA","M","2018-03",-0.3279,
"EA19","STINT","TOT","PC_PA","M","2018-04",-0.3285,
"EA19","STINT","TOT","PC_PA","M","2018-05",-0.3252,
"EA19","STINT","TOT","PC_PA","M","2018-06",-0.322,
"EA19","STINT","TOT","PC_PA","M","2018-07",-0.3207,
"EA19","STINT","TOT","PC_PA","M","2018-08",-0.319,
"EA19","STINT","TOT","PC_PA","M","2018-09",-0.3188,
"EA19","STINT","TOT","PC_PA","M","2018-10",-0.3177,
"EA19","STINT","TOT","PC_PA","M","2018-11",-0.3164,
"EA19","STINT","TOT","PC_PA","M","2018-12",-0.3119,
"EA19","STINT","TOT","PC_PA","M","2019-01",-0.308,
"EA19","STINT","TOT","PC_PA","M","2019-02",-0.3084,
"EA19","STINT","TOT","PC_PA","M","2019-03",-0.3092,
"EA19","STINT","TOT","PC_PA","M","2019-04",-0.3105,
"EA19","STINT","TOT","PC_PA","M","2019-05",-0.3119,
"EA19","STINT","TOT","PC_PA","M","2019-06",-0.3289,
"EA19","STINT","TOT","PC_PA","M","2019-07",-0.3649,
"EA19","STINT","TOT","PC_PA","M","2019-08",-0.4077,
"EA19","STINT","TOT","PC_PA","M","2019-09",-0.4176,
"EA19","STINT","TOT","PC_PA","M","2019-10",-0.4129,
"EA19","STINT","TOT","PC_PA","M","2019-11",-0.4013,
"EA19","STINT","TOT","PC_PA","M","2019-12",-0.3947,
"EA19","STINT","TOT","PC_PA","M","2020-01",-0.3911,
"EA19","STINT","TOT","PC_PA","M","2020-02",-0.4088,
"EA19","STINT","TOT","PC_PA","M","2020-03",-0.4166,
"EA19","STINT","TOT","PC_PA","M","2020-04",-0.254,
"EA19","STINT","TOT","PC_PA","M","2020-05",-0.272,
"EA19","STINT","TOT","PC_PA","M","2020-06",-0.376,
"EA19","STINT","TOT","PC_PA","M","2020-07",-0.4441,
"EA19","STINT","TOT","PC_PA","M","2020-08",-0.4797,
"EA19","STINT","TOT","PC_PA","M","2020-09",-0.4914,
"EA19","STINT","TOT","PC_PA","M","2020-10",-0.5091,
"EA19","STINT","TOT","PC_PA","M","2020-11",-0.5209,
"EA19","STINT","TOT","PC_PA","M","2020-12",-0.5381,
"EA19","STINT","TOT","PC_PA","M","2021-01",-0.5472,
